6	 pretrain(mbnetv2,ImageNet)-transfer(Flower102,0.1)- testing
parent_sim: 0.0486 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.2613 gap=0.2127 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
ref_sim: 0.1652 gap=0.1166 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.2)-
ref_sim: 0.1847 gap=0.1361 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.5)-
ref_sim: 0.2239 gap=0.1753 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.8)-
ref_sim: 0.1842 gap=0.1356 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.2)-
ref_sim: 0.1740 gap=0.1254 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.5)-
ref_sim: 0.1803 gap=0.1317 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.8)-
ref_sim: 0.1861 gap=0.1375 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.2)-
ref_sim: 0.1828 gap=0.1342 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.5)-
ref_sim: 0.1825 gap=0.1339 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.8)-
ref_sim: 0.2381 gap=0.1895 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-distill()-
ref_sim: 0.3646 gap=0.3160 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-distill()-
ref_sim: 0.3652 gap=0.3166 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-distill()-
ref_sim: 0.2704 gap=0.2218 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-distill()-
ref_sim: 0.2815 gap=0.2329 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-distill()-
ref_sim: 0.2581 gap=0.2095 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-distill()-
ref_sim: 0.6025 gap=0.5539 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(mbnetv2)-
ref_sim: 0.4623 gap=0.4137 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(resnet18)-
ref_sim: 0.6849 gap=0.6363 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(mbnetv2)-
ref_sim: 0.4331 gap=0.3845 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(resnet18)-
ref_sim: 0.7008 gap=0.6522 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(mbnetv2)-
ref_sim: 0.3983 gap=0.3497 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(resnet18)-
ref_sim: 0.4362 gap=0.3876 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(mbnetv2)-
ref_sim: 0.3970 gap=0.3484 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(resnet18)-
ref_sim: 0.3829 gap=0.3343 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(mbnetv2)-
ref_sim: 0.3433 gap=0.2947 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(resnet18)-
ref_sim: 0.3451 gap=0.2965 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(mbnetv2)-
ref_sim: 0.3822 gap=0.3336 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(resnet18)-
ref_sim: 0.5610 gap=0.5124 train(mbnetv2,Flower102)-prune(0.2)-
ref_sim: 0.5535 gap=0.5049 train(mbnetv2,Flower102)-prune(0.5)-
ref_sim: 0.5658 gap=0.5172 train(mbnetv2,Flower102)-prune(0.8)-
ref_sim: 0.2560 gap=0.2074 train(mbnetv2,SDog120)-prune(0.2)-
ref_sim: 0.2870 gap=0.2384 train(mbnetv2,SDog120)-prune(0.5)-
ref_sim: 0.3232 gap=0.2746 train(mbnetv2,SDog120)-prune(0.8)-
ref_sim: 0.4397 gap=0.3911 train(resnet18,Flower102)-prune(0.2)-
ref_sim: 0.4471 gap=0.3985 train(resnet18,Flower102)-prune(0.5)-
ref_sim: 0.4371 gap=0.3885 train(resnet18,Flower102)-prune(0.8)-
ref_sim: 0.2800 gap=0.2314 train(resnet18,SDog120)-prune(0.2)-
ref_sim: 0.2821 gap=0.2335 train(resnet18,SDog120)-prune(0.5)-
ref_sim: 0.2841 gap=0.2355 train(resnet18,SDog120)-prune(0.8)-
ref_sim: 0.7012 gap=0.6526 train(mbnetv2,Flower102)-distill()-
ref_sim: 0.3428 gap=0.2942 train(mbnetv2,SDog120)-distill()-
ref_sim: 0.4594 gap=0.4108 train(resnet18,Flower102)-distill()-
ref_sim: 0.3658 gap=0.3172 train(resnet18,SDog120)-distill()-
ref_sim: 0.6709 gap=0.6223 train(mbnetv2,Flower102)-steal(mbnetv2)-
ref_sim: 0.4169 gap=0.3683 train(mbnetv2,Flower102)-steal(resnet18)-
ref_sim: 0.4114 gap=0.3627 train(mbnetv2,SDog120)-steal(mbnetv2)-
ref_sim: 0.2413 gap=0.1927 train(mbnetv2,SDog120)-steal(resnet18)-
ref_sim: 0.5029 gap=0.4543 train(resnet18,Flower102)-steal(mbnetv2)-
ref_sim: 0.4776 gap=0.4290 train(resnet18,Flower102)-steal(resnet18)-
ref_sim: 0.3587 gap=0.3101 train(resnet18,SDog120)-steal(mbnetv2)-
ref_sim: 0.3844 gap=0.3358 train(resnet18,SDog120)-steal(resnet18)-
7	 pretrain(mbnetv2,ImageNet)-transfer(Flower102,0.5)- testing
parent_sim: 0.0514 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.1372 gap=0.0858 pretrain(resnet18,ImageNet)-
ref_sim: 0.5965 gap=0.5451 train(mbnetv2,Flower102)-
ref_sim: 0.3837 gap=0.3323 train(mbnetv2,SDog120)-
ref_sim: 0.6502 gap=0.5988 train(resnet18,Flower102)-
ref_sim: 0.4885 gap=0.4371 train(resnet18,SDog120)-
ref_sim: 0.2080 gap=0.1566 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-
ref_sim: 0.2934 gap=0.2420 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-
ref_sim: 0.2723 gap=0.2209 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-
ref_sim: 0.2788 gap=0.2274 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-
ref_sim: 0.2280 gap=0.1766 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-
ref_sim: 0.2839 gap=0.2326 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-
ref_sim: 0.2630 gap=0.2117 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.2)-
ref_sim: 0.2505 gap=0.1992 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.5)-
ref_sim: 0.2230 gap=0.1716 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.8)-
ref_sim: 0.3208 gap=0.2694 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.2)-
ref_sim: 0.3040 gap=0.2526 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.5)-
ref_sim: 0.2840 gap=0.2326 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.8)-
ref_sim: 0.3036 gap=0.2523 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.2)-
ref_sim: 0.2999 gap=0.2485 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.5)-
ref_sim: 0.2750 gap=0.2236 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
ref_sim: 0.2350 gap=0.1836 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.2)-
ref_sim: 0.1821 gap=0.1307 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.5)-
ref_sim: 0.2220 gap=0.1706 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.8)-
ref_sim: 0.2412 gap=0.1898 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.2)-
ref_sim: 0.2368 gap=0.1854 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.5)-
ref_sim: 0.2065 gap=0.1551 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.8)-
ref_sim: 0.2997 gap=0.2483 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.2)-
ref_sim: 0.2829 gap=0.2315 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.5)-
ref_sim: 0.2558 gap=0.2044 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.8)-
ref_sim: 0.2979 gap=0.2466 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-distill()-
ref_sim: 0.3880 gap=0.3366 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-distill()-
ref_sim: 0.4138 gap=0.3624 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-distill()-
ref_sim: 0.4556 gap=0.4042 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-distill()-
ref_sim: 0.3630 gap=0.3116 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-distill()-
ref_sim: 0.3136 gap=0.2623 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-distill()-
ref_sim: 0.6507 gap=0.5994 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(mbnetv2)-
ref_sim: 0.7347 gap=0.6833 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(resnet18)-
ref_sim: 0.7181 gap=0.6668 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(mbnetv2)-
ref_sim: 0.7135 gap=0.6621 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(resnet18)-
ref_sim: 0.7310 gap=0.6796 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(mbnetv2)-
ref_sim: 0.6831 gap=0.6317 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(resnet18)-
ref_sim: 0.4311 gap=0.3798 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(mbnetv2)-
ref_sim: 0.5464 gap=0.4950 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(resnet18)-
ref_sim: 0.4553 gap=0.4039 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(mbnetv2)-
ref_sim: 0.3546 gap=0.3032 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(resnet18)-
ref_sim: 0.5044 gap=0.4530 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(mbnetv2)-
ref_sim: 0.4638 gap=0.4124 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(resnet18)-
ref_sim: 0.6379 gap=0.5866 train(mbnetv2,Flower102)-prune(0.2)-
ref_sim: 0.5871 gap=0.5357 train(mbnetv2,Flower102)-prune(0.5)-
ref_sim: 0.5481 gap=0.4968 train(mbnetv2,Flower102)-prune(0.8)-
ref_sim: 0.3616 gap=0.3102 train(mbnetv2,SDog120)-prune(0.2)-
ref_sim: 0.3726 gap=0.3212 train(mbnetv2,SDog120)-prune(0.5)-
ref_sim: 0.3291 gap=0.2777 train(mbnetv2,SDog120)-prune(0.8)-
ref_sim: 0.6889 gap=0.6375 train(resnet18,Flower102)-prune(0.2)-
ref_sim: 0.6842 gap=0.6328 train(resnet18,Flower102)-prune(0.5)-
ref_sim: 0.6523 gap=0.6009 train(resnet18,Flower102)-prune(0.8)-
ref_sim: 0.4340 gap=0.3827 train(resnet18,SDog120)-prune(0.2)-
ref_sim: 0.4433 gap=0.3919 train(resnet18,SDog120)-prune(0.5)-
ref_sim: 0.4592 gap=0.4078 train(resnet18,SDog120)-prune(0.8)-
ref_sim: 0.7475 gap=0.6962 train(mbnetv2,Flower102)-distill()-
ref_sim: 0.4060 gap=0.3546 train(mbnetv2,SDog120)-distill()-
ref_sim: 0.7129 gap=0.6615 train(resnet18,Flower102)-distill()-
ref_sim: 0.5168 gap=0.4654 train(resnet18,SDog120)-distill()-
ref_sim: 0.6639 gap=0.6125 train(mbnetv2,Flower102)-steal(mbnetv2)-
ref_sim: 0.6847 gap=0.6333 train(mbnetv2,Flower102)-steal(resnet18)-
ref_sim: 0.4221 gap=0.3708 train(mbnetv2,SDog120)-steal(mbnetv2)-
ref_sim: 0.4475 gap=0.3962 train(mbnetv2,SDog120)-steal(resnet18)-
ref_sim: 0.7332 gap=0.6818 train(resnet18,Flower102)-steal(mbnetv2)-
ref_sim: 0.7271 gap=0.6757 train(resnet18,Flower102)-steal(resnet18)-
ref_sim: 0.4039 gap=0.3525 train(resnet18,SDog120)-steal(mbnetv2)-
ref_sim: 0.3866 gap=0.3352 train(resnet18,SDog120)-steal(resnet18)-
8	 pretrain(mbnetv2,ImageNet)-transfer(Flower102,1)- testing
parent_sim: 0.0467 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.1550 gap=0.1084 pretrain(resnet18,ImageNet)-
ref_sim: 0.4252 gap=0.3786 train(mbnetv2,Flower102)-
ref_sim: 0.3477 gap=0.3010 train(mbnetv2,SDog120)-
ref_sim: 0.5057 gap=0.4591 train(resnet18,Flower102)-
ref_sim: 0.4166 gap=0.3700 train(resnet18,SDog120)-
ref_sim: 0.2739 gap=0.2272 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-
ref_sim: 0.3040 gap=0.2574 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-
ref_sim: 0.3439 gap=0.2973 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-
ref_sim: 0.2633 gap=0.2166 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-
ref_sim: 0.3211 gap=0.2744 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-
ref_sim: 0.2662 gap=0.2195 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-
ref_sim: 0.2704 gap=0.2238 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.2)-
ref_sim: 0.2869 gap=0.2403 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.5)-
ref_sim: 0.3041 gap=0.2574 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.8)-
ref_sim: 0.3853 gap=0.3387 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.2)-
ref_sim: 0.3823 gap=0.3357 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.5)-
ref_sim: 0.3735 gap=0.3268 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.8)-
ref_sim: 0.3991 gap=0.3524 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.2)-
ref_sim: 0.4053 gap=0.3586 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.5)-
ref_sim: 0.3734 gap=0.3268 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
ref_sim: 0.2731 gap=0.2264 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.2)-
ref_sim: 0.3251 gap=0.2784 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.5)-
ref_sim: 0.3175 gap=0.2709 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.8)-
ref_sim: 0.2392 gap=0.1925 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.2)-
ref_sim: 0.2328 gap=0.1862 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.5)-
ref_sim: 0.2501 gap=0.2034 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.8)-
ref_sim: 0.2117 gap=0.1650 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.2)-
ref_sim: 0.2042 gap=0.1575 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.5)-
ref_sim: 0.2306 gap=0.1840 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.8)-
ref_sim: 0.2690 gap=0.2223 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-distill()-
ref_sim: 0.4120 gap=0.3654 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-distill()-
ref_sim: 0.4424 gap=0.3957 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-distill()-
ref_sim: 0.4981 gap=0.4515 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-distill()-
ref_sim: 0.3161 gap=0.2694 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-distill()-
ref_sim: 0.3598 gap=0.3132 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-distill()-
ref_sim: 0.6239 gap=0.5773 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(mbnetv2)-
ref_sim: 0.4898 gap=0.4431 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(resnet18)-
ref_sim: 0.7125 gap=0.6658 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(mbnetv2)-
ref_sim: 0.6011 gap=0.5544 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(resnet18)-
ref_sim: 0.6659 gap=0.6193 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(mbnetv2)-
ref_sim: 0.6270 gap=0.5803 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(resnet18)-
ref_sim: 0.5068 gap=0.4602 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(mbnetv2)-
ref_sim: 0.6443 gap=0.5977 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(resnet18)-
ref_sim: 0.4747 gap=0.4280 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(mbnetv2)-
ref_sim: 0.4175 gap=0.3708 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(resnet18)-
ref_sim: 0.3269 gap=0.2803 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(mbnetv2)-
ref_sim: 0.4582 gap=0.4115 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(resnet18)-
ref_sim: 0.4510 gap=0.4044 train(mbnetv2,Flower102)-prune(0.2)-
ref_sim: 0.4561 gap=0.4094 train(mbnetv2,Flower102)-prune(0.5)-
ref_sim: 0.4182 gap=0.3715 train(mbnetv2,Flower102)-prune(0.8)-
ref_sim: 0.3568 gap=0.3101 train(mbnetv2,SDog120)-prune(0.2)-
ref_sim: 0.3902 gap=0.3436 train(mbnetv2,SDog120)-prune(0.5)-
ref_sim: 0.4517 gap=0.4050 train(mbnetv2,SDog120)-prune(0.8)-
ref_sim: 0.5242 gap=0.4775 train(resnet18,Flower102)-prune(0.2)-
ref_sim: 0.4948 gap=0.4482 train(resnet18,Flower102)-prune(0.5)-
ref_sim: 0.5008 gap=0.4541 train(resnet18,Flower102)-prune(0.8)-
ref_sim: 0.3696 gap=0.3230 train(resnet18,SDog120)-prune(0.2)-
ref_sim: 0.3580 gap=0.3113 train(resnet18,SDog120)-prune(0.5)-
ref_sim: 0.4209 gap=0.3742 train(resnet18,SDog120)-prune(0.8)-
ref_sim: 0.5619 gap=0.5152 train(mbnetv2,Flower102)-distill()-
ref_sim: 0.4184 gap=0.3718 train(mbnetv2,SDog120)-distill()-
ref_sim: 0.5789 gap=0.5322 train(resnet18,Flower102)-distill()-
ref_sim: 0.4070 gap=0.3604 train(resnet18,SDog120)-distill()-
ref_sim: 0.5479 gap=0.5013 train(mbnetv2,Flower102)-steal(mbnetv2)-
ref_sim: 0.4837 gap=0.4370 train(mbnetv2,Flower102)-steal(resnet18)-
ref_sim: 0.5296 gap=0.4829 train(mbnetv2,SDog120)-steal(mbnetv2)-
ref_sim: 0.3665 gap=0.3199 train(mbnetv2,SDog120)-steal(resnet18)-
ref_sim: 0.6148 gap=0.5681 train(resnet18,Flower102)-steal(mbnetv2)-
ref_sim: 0.5101 gap=0.4635 train(resnet18,Flower102)-steal(resnet18)-
ref_sim: 0.5376 gap=0.4909 train(resnet18,SDog120)-steal(mbnetv2)-
ref_sim: 0.3484 gap=0.3017 train(resnet18,SDog120)-steal(resnet18)-
9	 pretrain(mbnetv2,ImageNet)-transfer(SDog120,0.1)- testing
parent_sim: 0.0403 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.1455 gap=0.1052 pretrain(resnet18,ImageNet)-
ref_sim: 0.4479 gap=0.4076 train(mbnetv2,Flower102)-
ref_sim: 0.4277 gap=0.3874 train(mbnetv2,SDog120)-
ref_sim: 0.3735 gap=0.3332 train(resnet18,Flower102)-
ref_sim: 0.3009 gap=0.2606 train(resnet18,SDog120)-
ref_sim: 0.2615 gap=0.2212 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-
ref_sim: 0.2727 gap=0.2324 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-
ref_sim: 0.2466 gap=0.2063 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-
ref_sim: 0.2220 gap=0.1817 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-
ref_sim: 0.2599 gap=0.2196 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-
ref_sim: 0.3290 gap=0.2887 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-
ref_sim: 0.3093 gap=0.2690 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.2)-
ref_sim: 0.3025 gap=0.2622 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.5)-
ref_sim: 0.3584 gap=0.3181 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.8)-
ref_sim: 0.2760 gap=0.2357 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.2)-
ref_sim: 0.2787 gap=0.2384 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.5)-
ref_sim: 0.3341 gap=0.2938 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.8)-
ref_sim: 0.2596 gap=0.2193 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.2)-
ref_sim: 0.2633 gap=0.2230 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.5)-
ref_sim: 0.2941 gap=0.2538 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
ref_sim: 0.3013 gap=0.2610 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.2)-
ref_sim: 0.2695 gap=0.2292 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.5)-
ref_sim: 0.2894 gap=0.2491 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.8)-
ref_sim: 0.3064 gap=0.2661 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.2)-
ref_sim: 0.2953 gap=0.2550 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.5)-
ref_sim: 0.2926 gap=0.2523 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.8)-
ref_sim: 0.3292 gap=0.2889 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.2)-
ref_sim: 0.3430 gap=0.3027 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.5)-
ref_sim: 0.3207 gap=0.2804 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.8)-
ref_sim: 0.3160 gap=0.2757 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-distill()-
ref_sim: 0.3342 gap=0.2939 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-distill()-
ref_sim: 0.3545 gap=0.3142 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-distill()-
ref_sim: 0.3148 gap=0.2745 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-distill()-
ref_sim: 0.2973 gap=0.2570 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-distill()-
ref_sim: 0.3960 gap=0.3557 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-distill()-
ref_sim: 0.6128 gap=0.5725 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(mbnetv2)-
ref_sim: 0.5011 gap=0.4608 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(resnet18)-
ref_sim: 0.5474 gap=0.5071 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(mbnetv2)-
ref_sim: 0.4829 gap=0.4426 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(resnet18)-
ref_sim: 0.5374 gap=0.4971 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(mbnetv2)-
ref_sim: 0.4344 gap=0.3941 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(resnet18)-
ref_sim: 0.4138 gap=0.3735 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(mbnetv2)-
ref_sim: 0.5295 gap=0.4892 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(resnet18)-
ref_sim: 0.5747 gap=0.5344 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(mbnetv2)-
ref_sim: 0.5801 gap=0.5398 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(resnet18)-
ref_sim: 0.4621 gap=0.4218 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(mbnetv2)-
ref_sim: 0.5248 gap=0.4845 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(resnet18)-
ref_sim: 0.4619 gap=0.4216 train(mbnetv2,Flower102)-prune(0.2)-
