6	 pretrain(mbnetv2,ImageNet)-transfer(Flower102,0.1)- testing
parent_sim: 0.1068 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.3499 gap=0.2092 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
ref_sim: 0.3414 gap=0.2007 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.2)-
ref_sim: 0.3645 gap=0.2237 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.5)-
ref_sim: 0.3775 gap=0.2367 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.8)-
ref_sim: 0.3896 gap=0.2488 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.2)-
ref_sim: 0.3558 gap=0.2150 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.5)-
ref_sim: 0.4043 gap=0.2636 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.8)-
ref_sim: 0.3968 gap=0.2561 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.2)-
ref_sim: 0.3697 gap=0.2290 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.5)-
ref_sim: 0.4086 gap=0.2679 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.8)-
ref_sim: 0.2926 gap=0.1518 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-distill()-
ref_sim: 0.4456 gap=0.3048 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-distill()-
ref_sim: 0.3982 gap=0.2575 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-distill()-
ref_sim: 0.3865 gap=0.2458 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-distill()-
ref_sim: 0.4932 gap=0.3524 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-distill()-
ref_sim: 0.4846 gap=0.3438 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-distill()-
ref_sim: 0.5964 gap=0.4556 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(mbnetv2)-
ref_sim: 0.6648 gap=0.5240 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(resnet18)-
ref_sim: 0.6325 gap=0.4917 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(mbnetv2)-
ref_sim: 0.7779 gap=0.6372 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(resnet18)-
ref_sim: 0.7032 gap=0.5624 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(mbnetv2)-
ref_sim: 0.6452 gap=0.5044 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(resnet18)-
ref_sim: 0.4773 gap=0.3366 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(mbnetv2)-
ref_sim: 0.4752 gap=0.3345 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(resnet18)-
ref_sim: 0.4737 gap=0.3329 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(mbnetv2)-
ref_sim: 0.4743 gap=0.3335 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(resnet18)-
ref_sim: 0.6449 gap=0.5042 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(mbnetv2)-
ref_sim: 0.4985 gap=0.3578 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(resnet18)-
ref_sim: 0.4993 gap=0.3585 train(mbnetv2,Flower102)-prune(0.2)-
ref_sim: 0.4443 gap=0.3035 train(mbnetv2,Flower102)-prune(0.5)-
ref_sim: 0.4516 gap=0.3108 train(mbnetv2,Flower102)-prune(0.8)-
ref_sim: 0.4162 gap=0.2754 train(mbnetv2,SDog120)-prune(0.2)-
ref_sim: 0.4650 gap=0.3242 train(mbnetv2,SDog120)-prune(0.5)-
ref_sim: 0.6557 gap=0.5149 train(mbnetv2,SDog120)-prune(0.8)-
ref_sim: 0.4126 gap=0.2718 train(resnet18,Flower102)-prune(0.2)-
ref_sim: 0.4001 gap=0.2593 train(resnet18,Flower102)-prune(0.5)-
ref_sim: 0.4011 gap=0.2603 train(resnet18,Flower102)-prune(0.8)-
ref_sim: 0.4279 gap=0.2871 train(resnet18,SDog120)-prune(0.2)-
ref_sim: 0.4322 gap=0.2914 train(resnet18,SDog120)-prune(0.5)-
ref_sim: 0.4853 gap=0.3446 train(resnet18,SDog120)-prune(0.8)-
ref_sim: 0.7127 gap=0.5720 train(mbnetv2,Flower102)-distill()-
ref_sim: 0.4695 gap=0.3287 train(mbnetv2,SDog120)-distill()-
ref_sim: 0.5244 gap=0.3837 train(resnet18,Flower102)-distill()-
ref_sim: 0.4821 gap=0.3414 train(resnet18,SDog120)-distill()-
ref_sim: 0.4610 gap=0.3202 train(mbnetv2,Flower102)-steal(mbnetv2)-
ref_sim: 0.4365 gap=0.2958 train(mbnetv2,Flower102)-steal(resnet18)-
ref_sim: 0.6005 gap=0.4597 train(mbnetv2,SDog120)-steal(mbnetv2)-
ref_sim: 0.5330 gap=0.3922 train(mbnetv2,SDog120)-steal(resnet18)-
ref_sim: 0.5749 gap=0.4341 train(resnet18,Flower102)-steal(mbnetv2)-
ref_sim: 0.4820 gap=0.3412 train(resnet18,Flower102)-steal(resnet18)-
ref_sim: 0.5648 gap=0.4240 train(resnet18,SDog120)-steal(mbnetv2)-
ref_sim: 0.4742 gap=0.3334 train(resnet18,SDog120)-steal(resnet18)-
--gap_min:0.1173, parent_sim:0.1408, correct:True, model:pretrain(mbnetv2,ImageNet)-transfer(Flower102,0.5)-
8	 pretrain(mbnetv2,ImageNet)-transfer(Flower102,1)- testing
parent_sim: 0.1699 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.2870 gap=0.1171 pretrain(resnet18,ImageNet)-
ref_sim: 0.4720 gap=0.3020 train(mbnetv2,Flower102)-
ref_sim: 0.4387 gap=0.2688 train(mbnetv2,SDog120)-
ref_sim: 0.4162 gap=0.2463 train(resnet18,Flower102)-
ref_sim: 0.5149 gap=0.3450 train(resnet18,SDog120)-
ref_sim: 0.3292 gap=0.1593 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-
ref_sim: 0.3499 gap=0.1800 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-
ref_sim: 0.3195 gap=0.1496 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-
ref_sim: 0.3375 gap=0.1676 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-
ref_sim: 0.3535 gap=0.1836 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-
ref_sim: 0.4323 gap=0.2624 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-
ref_sim: 0.3015 gap=0.1316 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.2)-
ref_sim: 0.2950 gap=0.1251 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.5)-
ref_sim: 0.2910 gap=0.1211 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.8)-
ref_sim: 0.3163 gap=0.1464 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.2)-
ref_sim: 0.3238 gap=0.1539 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.5)-
ref_sim: 0.3653 gap=0.1954 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.8)-
ref_sim: 0.3163 gap=0.1464 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.2)-
ref_sim: 0.3436 gap=0.1737 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.5)-
ref_sim: 0.3343 gap=0.1644 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
ref_sim: 0.3645 gap=0.1946 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.2)-
ref_sim: 0.4025 gap=0.2326 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.5)-
ref_sim: 0.4520 gap=0.2821 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.8)-
ref_sim: 0.3111 gap=0.1412 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.2)-
ref_sim: 0.3596 gap=0.1897 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.5)-
ref_sim: 0.4636 gap=0.2937 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.8)-
ref_sim: 0.3211 gap=0.1512 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.2)-
ref_sim: 0.3847 gap=0.2147 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.5)-
ref_sim: 0.4982 gap=0.3283 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.8)-
ref_sim: 0.2631 gap=0.0932 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-distill()-
ref_sim: 0.4167 gap=0.2468 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-distill()-
ref_sim: 0.3777 gap=0.2078 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-distill()-
ref_sim: 0.4281 gap=0.2582 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-distill()-
ref_sim: 0.5004 gap=0.3305 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-distill()-
ref_sim: 0.6293 gap=0.4594 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-distill()-
ref_sim: 0.6499 gap=0.4800 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(mbnetv2)-
ref_sim: 0.4722 gap=0.3023 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(resnet18)-
ref_sim: 0.6467 gap=0.4768 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(mbnetv2)-
ref_sim: 0.5707 gap=0.4008 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(resnet18)-
ref_sim: 0.6741 gap=0.5042 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(mbnetv2)-
ref_sim: 0.6070 gap=0.4370 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(resnet18)-
ref_sim: 0.5042 gap=0.3343 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(mbnetv2)-
ref_sim: 0.5784 gap=0.4085 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(resnet18)-
ref_sim: 0.6444 gap=0.4745 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(mbnetv2)-
ref_sim: 0.4312 gap=0.2613 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(resnet18)-
ref_sim: 0.4687 gap=0.2988 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(mbnetv2)-
ref_sim: 0.5144 gap=0.3445 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(resnet18)-
ref_sim: 0.5041 gap=0.3342 train(mbnetv2,Flower102)-prune(0.2)-
ref_sim: 0.5642 gap=0.3943 train(mbnetv2,Flower102)-prune(0.5)-
ref_sim: 0.4758 gap=0.3059 train(mbnetv2,Flower102)-prune(0.8)-
ref_sim: 0.4342 gap=0.2643 train(mbnetv2,SDog120)-prune(0.2)-
ref_sim: 0.4203 gap=0.2504 train(mbnetv2,SDog120)-prune(0.5)-
ref_sim: 0.5003 gap=0.3304 train(mbnetv2,SDog120)-prune(0.8)-
ref_sim: 0.4070 gap=0.2371 train(resnet18,Flower102)-prune(0.2)-
ref_sim: 0.3973 gap=0.2274 train(resnet18,Flower102)-prune(0.5)-
ref_sim: 0.4154 gap=0.2455 train(resnet18,Flower102)-prune(0.8)-
ref_sim: 0.5526 gap=0.3826 train(resnet18,SDog120)-prune(0.2)-
ref_sim: 0.5634 gap=0.3935 train(resnet18,SDog120)-prune(0.5)-
ref_sim: 0.5260 gap=0.3561 train(resnet18,SDog120)-prune(0.8)-
ref_sim: 0.6594 gap=0.4895 train(mbnetv2,Flower102)-distill()-
ref_sim: 0.6625 gap=0.4926 train(mbnetv2,SDog120)-distill()-
ref_sim: 0.5094 gap=0.3395 train(resnet18,Flower102)-distill()-
ref_sim: 0.4931 gap=0.3232 train(resnet18,SDog120)-distill()-
ref_sim: 0.5044 gap=0.3345 train(mbnetv2,Flower102)-steal(mbnetv2)-
ref_sim: 0.4115 gap=0.2416 train(mbnetv2,Flower102)-steal(resnet18)-
ref_sim: 0.4896 gap=0.3197 train(mbnetv2,SDog120)-steal(mbnetv2)-
ref_sim: 0.6388 gap=0.4689 train(mbnetv2,SDog120)-steal(resnet18)-
ref_sim: 0.6283 gap=0.4584 train(resnet18,Flower102)-steal(mbnetv2)-
ref_sim: 0.4052 gap=0.2353 train(resnet18,Flower102)-steal(resnet18)-
ref_sim: 0.6696 gap=0.4997 train(resnet18,SDog120)-steal(mbnetv2)-
ref_sim: 0.5803 gap=0.4104 train(resnet18,SDog120)-steal(resnet18)-
--gap_min:0.0932, parent_sim:0.1699, correct:True, model:pretrain(mbnetv2,ImageNet)-transfer(Flower102,1)-
9	 pretrain(mbnetv2,ImageNet)-transfer(SDog120,0.1)- testing
parent_sim: 0.1662 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.2865 gap=0.1203 pretrain(resnet18,ImageNet)-
ref_sim: 0.2764 gap=0.1102 train(mbnetv2,Flower102)-
ref_sim: 0.4895 gap=0.3233 train(mbnetv2,SDog120)-
ref_sim: 0.2877 gap=0.1214 train(resnet18,Flower102)-
ref_sim: 0.3371 gap=0.1709 train(resnet18,SDog120)-
ref_sim: 0.3032 gap=0.1369 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-
ref_sim: 0.3097 gap=0.1435 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-
ref_sim: 0.3150 gap=0.1488 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-
ref_sim: 0.4095 gap=0.2432 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-
ref_sim: 0.3954 gap=0.2291 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-
ref_sim: 0.3905 gap=0.2243 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-
ref_sim: 0.3023 gap=0.1361 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.2)-
ref_sim: 0.3355 gap=0.1693 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.5)-
ref_sim: 0.2771 gap=0.1108 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.8)-
ref_sim: 0.2603 gap=0.0940 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.2)-
ref_sim: 0.2721 gap=0.1059 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.5)-
ref_sim: 0.2798 gap=0.1135 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.8)-
ref_sim: 0.2676 gap=0.1014 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.2)-
ref_sim: 0.2436 gap=0.0774 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.5)-
ref_sim: 0.2441 gap=0.0779 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
ref_sim: 0.3473 gap=0.1811 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.2)-
ref_sim: 0.3537 gap=0.1875 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.5)-
ref_sim: 0.4894 gap=0.3232 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.8)-
ref_sim: 0.4144 gap=0.2482 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.2)-
ref_sim: 0.4116 gap=0.2454 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.5)-
ref_sim: 0.4302 gap=0.2640 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.8)-
ref_sim: 0.3600 gap=0.1938 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.2)-
ref_sim: 0.3871 gap=0.2209 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.5)-
ref_sim: 0.4349 gap=0.2687 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.8)-
ref_sim: 0.3530 gap=0.1868 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-distill()-
ref_sim: 0.2936 gap=0.1274 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-distill()-
ref_sim: 0.3270 gap=0.1608 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-distill()-
ref_sim: 0.4048 gap=0.2385 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-distill()-
ref_sim: 0.4092 gap=0.2430 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-distill()-
ref_sim: 0.5457 gap=0.3795 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-distill()-
ref_sim: 0.3157 gap=0.1495 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(mbnetv2)-
ref_sim: 0.3184 gap=0.1522 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(resnet18)-
ref_sim: 0.4002 gap=0.2340 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(mbnetv2)-
ref_sim: 0.3507 gap=0.1845 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(resnet18)-
ref_sim: 0.4072 gap=0.2409 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(mbnetv2)-
ref_sim: 0.3676 gap=0.2014 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(resnet18)-
ref_sim: 0.4585 gap=0.2923 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(mbnetv2)-
ref_sim: 0.4385 gap=0.2723 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(resnet18)-
ref_sim: 0.6229 gap=0.4567 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(mbnetv2)-
