6	 pretrain(mbnetv2,ImageNet)-transfer(Flower102,0.1)- testing
parent_sim: 0.0468 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.4599 gap=0.3667 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(mbnetv2)-
ref_sim: 0.4012 gap=0.3081 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(resnet18)-
ref_sim: 0.5712 gap=0.4780 train(mbnetv2,Flower102)-prune(0.2)-
ref_sim: 0.5606 gap=0.4675 train(mbnetv2,Flower102)-prune(0.5)-
ref_sim: 0.6699 gap=0.5768 train(mbnetv2,Flower102)-prune(0.8)-
ref_sim: 0.4598 gap=0.3667 train(mbnetv2,SDog120)-prune(0.2)-
ref_sim: 0.3680 gap=0.2748 train(mbnetv2,SDog120)-prune(0.5)-
ref_sim: 0.3817 gap=0.2885 train(mbnetv2,SDog120)-prune(0.8)-
ref_sim: 0.5939 gap=0.5008 train(resnet18,Flower102)-prune(0.2)-
ref_sim: 0.6247 gap=0.5315 train(resnet18,Flower102)-prune(0.5)-
ref_sim: 0.5743 gap=0.4811 train(resnet18,Flower102)-prune(0.8)-
ref_sim: 0.4569 gap=0.3637 train(resnet18,SDog120)-prune(0.2)-
ref_sim: 0.4592 gap=0.3660 train(resnet18,SDog120)-prune(0.5)-
ref_sim: 0.5059 gap=0.4128 train(resnet18,SDog120)-prune(0.8)-
ref_sim: 0.6901 gap=0.5969 train(mbnetv2,Flower102)-distill()-
ref_sim: 0.4827 gap=0.3896 train(mbnetv2,SDog120)-distill()-
ref_sim: 0.5661 gap=0.4729 train(resnet18,Flower102)-distill()-
ref_sim: 0.3301 gap=0.2370 train(resnet18,SDog120)-distill()-
ref_sim: 0.6009 gap=0.5078 train(mbnetv2,Flower102)-steal(mbnetv2)-
ref_sim: 0.5647 gap=0.4715 train(mbnetv2,Flower102)-steal(resnet18)-
ref_sim: 0.4587 gap=0.3655 train(mbnetv2,SDog120)-steal(mbnetv2)-
ref_sim: 0.3504 gap=0.2573 train(mbnetv2,SDog120)-steal(resnet18)-
ref_sim: 0.5973 gap=0.5041 train(resnet18,Flower102)-steal(mbnetv2)-
ref_sim: 0.4894 gap=0.3962 train(resnet18,Flower102)-steal(resnet18)-
ref_sim: 0.4726 gap=0.3794 train(resnet18,SDog120)-steal(mbnetv2)-
ref_sim: 0.3119 gap=0.2187 train(resnet18,SDog120)-steal(resnet18)-
--gap_min:0.1140, parent_sim:0.0932, correct:True, model:pretrain(mbnetv2,ImageNet)-transfer(Flower102,0.5)-
8	 pretrain(mbnetv2,ImageNet)-transfer(Flower102,1)- testing
parent_sim: 0.0733 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.1676 gap=0.0943 pretrain(resnet18,ImageNet)-
ref_sim: 0.4373 gap=0.3639 train(mbnetv2,Flower102)-
ref_sim: 0.4209 gap=0.3476 train(mbnetv2,SDog120)-
ref_sim: 0.5183 gap=0.4450 train(resnet18,Flower102)-
ref_sim: 0.3333 gap=0.2600 train(resnet18,SDog120)-
ref_sim: 0.1794 gap=0.1061 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-
ref_sim: 0.2913 gap=0.2179 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-
ref_sim: 0.3559 gap=0.2825 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-
ref_sim: 0.2778 gap=0.2045 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-
ref_sim: 0.2205 gap=0.1472 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-
ref_sim: 0.1994 gap=0.1261 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-
ref_sim: 0.2766 gap=0.2033 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.2)-
ref_sim: 0.2861 gap=0.2128 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.5)-
ref_sim: 0.2720 gap=0.1987 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.8)-
ref_sim: 0.3562 gap=0.2829 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.2)-
ref_sim: 0.3442 gap=0.2708 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.5)-
ref_sim: 0.3223 gap=0.2489 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.8)-
ref_sim: 0.3995 gap=0.3262 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.2)-
ref_sim: 0.3839 gap=0.3105 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.5)-
ref_sim: 0.3214 gap=0.2480 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
ref_sim: 0.1889 gap=0.1156 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.2)-
ref_sim: 0.2571 gap=0.1837 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.5)-
ref_sim: 0.3216 gap=0.2482 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.8)-
ref_sim: 0.1954 gap=0.1221 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.2)-
ref_sim: 0.1993 gap=0.1259 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.5)-
ref_sim: 0.2428 gap=0.1695 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.8)-
ref_sim: 0.1912 gap=0.1179 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.2)-
ref_sim: 0.1913 gap=0.1180 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.5)-
ref_sim: 0.2017 gap=0.1284 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.8)-
ref_sim: 0.2890 gap=0.2157 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-distill()-
ref_sim: 0.4453 gap=0.3719 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-distill()-
ref_sim: 0.4548 gap=0.3814 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-distill()-
ref_sim: 0.3994 gap=0.3261 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-distill()-
ref_sim: 0.3895 gap=0.3162 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-distill()-
ref_sim: 0.2790 gap=0.2057 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-distill()-
ref_sim: 0.6462 gap=0.5728 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(mbnetv2)-
ref_sim: 0.4976 gap=0.4242 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(resnet18)-
ref_sim: 0.7056 gap=0.6323 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(mbnetv2)-
ref_sim: 0.5090 gap=0.4356 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(resnet18)-
ref_sim: 0.6619 gap=0.5886 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(mbnetv2)-
ref_sim: 0.5337 gap=0.4604 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(resnet18)-
ref_sim: 0.3906 gap=0.3173 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(mbnetv2)-
ref_sim: 0.3981 gap=0.3248 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(resnet18)-
ref_sim: 0.4603 gap=0.3870 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(mbnetv2)-
ref_sim: 0.3519 gap=0.2786 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(resnet18)-
ref_sim: 0.4656 gap=0.3923 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(mbnetv2)-
ref_sim: 0.3501 gap=0.2768 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-steal(resnet18)-
ref_sim: 0.4483 gap=0.3750 train(mbnetv2,Flower102)-prune(0.2)-
ref_sim: 0.4560 gap=0.3826 train(mbnetv2,Flower102)-prune(0.5)-
ref_sim: 0.3746 gap=0.3013 train(mbnetv2,Flower102)-prune(0.8)-
ref_sim: 0.4618 gap=0.3885 train(mbnetv2,SDog120)-prune(0.2)-
ref_sim: 0.3647 gap=0.2914 train(mbnetv2,SDog120)-prune(0.5)-
ref_sim: 0.4198 gap=0.3465 train(mbnetv2,SDog120)-prune(0.8)-
ref_sim: 0.5249 gap=0.4516 train(resnet18,Flower102)-prune(0.2)-
ref_sim: 0.5270 gap=0.4537 train(resnet18,Flower102)-prune(0.5)-
ref_sim: 0.4667 gap=0.3934 train(resnet18,Flower102)-prune(0.8)-
ref_sim: 0.3595 gap=0.2862 train(resnet18,SDog120)-prune(0.2)-
ref_sim: 0.3637 gap=0.2904 train(resnet18,SDog120)-prune(0.5)-
ref_sim: 0.3381 gap=0.2648 train(resnet18,SDog120)-prune(0.8)-
ref_sim: 0.5983 gap=0.5249 train(mbnetv2,Flower102)-distill()-
ref_sim: 0.4027 gap=0.3294 train(mbnetv2,SDog120)-distill()-
ref_sim: 0.4172 gap=0.3439 train(resnet18,Flower102)-distill()-
ref_sim: 0.4000 gap=0.3266 train(resnet18,SDog120)-distill()-
ref_sim: 0.5358 gap=0.4625 train(mbnetv2,Flower102)-steal(mbnetv2)-
ref_sim: 0.4189 gap=0.3456 train(mbnetv2,Flower102)-steal(resnet18)-
ref_sim: 0.3637 gap=0.2904 train(mbnetv2,SDog120)-steal(mbnetv2)-
ref_sim: 0.4709 gap=0.3976 train(mbnetv2,SDog120)-steal(resnet18)-
ref_sim: 0.5416 gap=0.4682 train(resnet18,Flower102)-steal(mbnetv2)-
ref_sim: 0.4919 gap=0.4185 train(resnet18,Flower102)-steal(resnet18)-
ref_sim: 0.4141 gap=0.3408 train(resnet18,SDog120)-steal(mbnetv2)-
ref_sim: 0.3782 gap=0.3049 train(resnet18,SDog120)-steal(resnet18)-
--gap_min:0.0943, parent_sim:0.0733, correct:True, model:pretrain(mbnetv2,ImageNet)-transfer(Flower102,1)-
9	 pretrain(mbnetv2,ImageNet)-transfer(SDog120,0.1)- testing
parent_sim: 0.0365 pretrain(mbnetv2,ImageNet)-
ref_sim: 0.1967 gap=0.1601 pretrain(resnet18,ImageNet)-
ref_sim: 0.5011 gap=0.4646 train(mbnetv2,Flower102)-
ref_sim: 0.3696 gap=0.3330 train(mbnetv2,SDog120)-
ref_sim: 0.3342 gap=0.2977 train(resnet18,Flower102)-
ref_sim: 0.3561 gap=0.3196 train(resnet18,SDog120)-
ref_sim: 0.2765 gap=0.2400 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-
ref_sim: 0.3118 gap=0.2753 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-
ref_sim: 0.2889 gap=0.2524 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-
ref_sim: 0.2525 gap=0.2159 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-
ref_sim: 0.2178 gap=0.1813 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-
ref_sim: 0.2163 gap=0.1798 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-
ref_sim: 0.3471 gap=0.3105 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.2)-
ref_sim: 0.3215 gap=0.2850 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.5)-
ref_sim: 0.3445 gap=0.3080 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-prune(0.8)-
ref_sim: 0.3868 gap=0.3503 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.2)-
ref_sim: 0.3378 gap=0.3013 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.5)-
ref_sim: 0.3946 gap=0.3581 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-prune(0.8)-
ref_sim: 0.3621 gap=0.3256 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.2)-
ref_sim: 0.3258 gap=0.2893 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.5)-
ref_sim: 0.3023 gap=0.2658 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-prune(0.8)-
ref_sim: 0.2080 gap=0.1715 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.2)-
ref_sim: 0.1848 gap=0.1483 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.5)-
ref_sim: 0.3277 gap=0.2911 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-prune(0.8)-
ref_sim: 0.2540 gap=0.2175 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.2)-
ref_sim: 0.2609 gap=0.2243 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.5)-
ref_sim: 0.2336 gap=0.1970 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-prune(0.8)-
ref_sim: 0.2503 gap=0.2137 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.2)-
ref_sim: 0.2617 gap=0.2252 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.5)-
ref_sim: 0.3019 gap=0.2653 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-prune(0.8)-
ref_sim: 0.3382 gap=0.3017 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-distill()-
ref_sim: 0.2801 gap=0.2436 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-distill()-
ref_sim: 0.2713 gap=0.2348 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-distill()-
ref_sim: 0.2403 gap=0.2038 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-distill()-
ref_sim: 0.2818 gap=0.2452 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-distill()-
ref_sim: 0.2628 gap=0.2262 pretrain(resnet18,ImageNet)-transfer(SDog120,1)-distill()-
ref_sim: 0.4152 gap=0.3787 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(mbnetv2)-
ref_sim: 0.4173 gap=0.3808 pretrain(resnet18,ImageNet)-transfer(Flower102,0.1)-steal(resnet18)-
ref_sim: 0.3862 gap=0.3497 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(mbnetv2)-
ref_sim: 0.4318 gap=0.3953 pretrain(resnet18,ImageNet)-transfer(Flower102,0.5)-steal(resnet18)-
ref_sim: 0.4809 gap=0.4443 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(mbnetv2)-
ref_sim: 0.2914 gap=0.2548 pretrain(resnet18,ImageNet)-transfer(Flower102,1)-steal(resnet18)-
ref_sim: 0.3179 gap=0.2813 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(mbnetv2)-
ref_sim: 0.4628 gap=0.4262 pretrain(resnet18,ImageNet)-transfer(SDog120,0.1)-steal(resnet18)-
ref_sim: 0.3120 gap=0.2754 pretrain(resnet18,ImageNet)-transfer(SDog120,0.5)-steal(mbnetv2)-
